,img,colormap,dataset,arquitetura_cnn
GAF,MiddlePhalanxOutlineAgeGroup,binary,0.3441558480262756,resnet50_tf
GAF,ShapesAll,binary,0.1133333370089531,resnet50_tf
GAF,DistalPhalanxTW,binary,0.2446043193340301,resnet50_tf
GAF,AllGestureWiimoteZ,binary,0.1000000014901161,resnet50_tf
GAF,Fish,binary,0.1599999964237213,resnet50_tf
GAF,ECGFiveDays,binary,0.4970963895320892,resnet50_tf
GAF,AllGestureWiimoteY,binary,0.1285714358091354,resnet50_tf
GAF,RefrigerationDevices,binary,0.410666674375534,resnet50_tf
GAF,DodgerLoopWeekend,binary,0.260869562625885,resnet50_tf
GAF,MedicalImages,binary,0.4855263233184814,resnet50_tf
GAF,LargeKitchenAppliances,binary,0.3333333432674408,resnet50_tf
GAF,Earthquakes,binary,0.7482014298439026,resnet50_tf
GAF,GunPointOldVersusYoung,binary,0.4761904776096344,resnet50_tf
GAF,ItalyPowerDemand,binary,0.8892128467559814,resnet50_tf
GAF,InlineSkate,binary,0.1418181806802749,resnet50_tf
GAF,AllGestureWiimoteX,binary,0.1357142925262451,resnet50_tf
GAF,ShakeGestureWiimoteZ,binary,0.1000000014901161,resnet50_tf
GAF,ToeSegmentation1,binary,0.5263158082962036,resnet50_tf
GAF,SonyAIBORobotSurface2,binary,0.3850996792316437,resnet50_tf
GAF,CinCECGTorso,binary,0.2601449191570282,resnet50_tf
GAF,DiatomSizeReduction,binary,0.1078431382775306,resnet50_tf
GAF,Adiac,binary,0.0358056277036666,resnet50_tf
GAF,GunPointAgeSpan,binary,0.5158227682113647,resnet50_tf
GAF,PickupGestureWiimoteZ,binary,0.1400000005960464,resnet50_tf
GAF,GunPointMaleVersusFemale,binary,0.5253164768218994,resnet50_tf
GAF,CBF,binary,0.4411111176013946,resnet50_tf
GAF,WormsTwoClass,binary,0.6623376607894897,resnet50_tf
GAF,SemgHandMovementCh2,binary,0.1733333319425583,resnet50_tf
GAF,SyntheticControl,binary,0.1666666716337204,resnet50_tf
GAF,Lightning7,binary,0.2465753406286239,resnet50_tf
GAF,Fungi,binary,0.1290322542190551,resnet50_tf
GAF,OSULeaf,binary,0.1942148804664611,resnet50_tf
GAF,FiftyWords,binary,0.0087912091985344,resnet50_tf
GAF,ScreenType,binary,0.3386666774749756,resnet50_tf
GAF,FreezerSmallTrain,binary,0.8098245859146118,resnet50_tf
GAF,GestureMidAirD2,binary,0.0538461543619632,resnet50_tf
GAF,CricketZ,binary,0.1615384668111801,resnet50_tf
GAF,GestureMidAirD1,binary,0.0615384615957737,resnet50_tf
GAF,EthanolLevel,binary,0.2520000040531158,resnet50_tf
GAF,PLAID,binary,0.1620111763477325,resnet50_tf
GAF,ProximalPhalanxTW,binary,0.0682926848530769,resnet50_tf
GAF,PigArtPressure,binary,0.0192307699471712,resnet50_tf
GAF,Rock,binary,0.2800000011920929,resnet50_tf
GAF,ArrowHead,binary,0.3028571307659149,resnet50_tf
GAF,Haptics,binary,0.1103896126151084,resnet50_tf
GAF,Trace,binary,0.1899999976158142,resnet50_tf
GAF,Computers,binary,0.5879999995231628,resnet50_tf
GAF,Herring,binary,0.40625,resnet50_tf
GAF,Wine,binary,0.5,resnet50_tf
GAF,Chinatown,binary,0.2740524709224701,resnet50_tf
GAF,BirdChicken,binary,0.5,resnet50_tf
GAF,SwedishLeaf,binary,0.1088000014424324,resnet50_tf
GAF,SemgHandGenderCh2,binary,0.5400000214576721,resnet50_tf
GAF,Worms,binary,0.4285714328289032,resnet50_tf
GAF,SemgHandSubjectCh2,binary,0.2000000029802322,resnet50_tf
GAF,EOGVerticalSignal,binary,0.0883977934718132,resnet50_tf
GAF,ToeSegmentation2,binary,0.699999988079071,resnet50_tf
GAF,MoteStrain,binary,0.5239616632461548,resnet50_tf
GAF,SonyAIBORobotSurface1,binary,0.4193011522293091,resnet50_tf
GAF,GunPoint,binary,0.4933333396911621,resnet50_tf
GAF,GestureMidAirD3,binary,0.1000000014901161,resnet50_tf
GAF,ShapeletSim,binary,0.5,resnet50_tf
GAF,Lightning2,binary,1.0,resnet50_tf
GAF,Plane,binary,0.3142857253551483,resnet50_tf
GAF,Ham,binary,0.5142857432365417,resnet50_tf
GAF,HouseTwenty,binary,0.5798319578170776,resnet50_tf
GAF,DistalPhalanxOutlineAgeGroup,binary,0.5899280309677124,resnet50_tf
GAF,PowerCons,binary,0.5055555701255798,resnet50_tf
GAF,MiddlePhalanxOutlineCorrect,binary,0.6975945234298706,resnet50_tf
GAF-DIFF,Car,binary,0.2166666686534881,resnet50_tf
GAF-DIFF,MiddlePhalanxTW,binary,0.0584415569901466,resnet50_tf
GAF-DIFF,Meat,binary,0.3333333432674408,resnet50_tf
GAF-DIFF,FaceFour,binary,0.25,resnet50_tf
GAF-DIFF,DodgerLoopGame,binary,0.4855072498321533,resnet50_tf
GAF-DIFF,CricketY,binary,0.1256410330533981,resnet50_tf
GAF-DIFF,PigAirwayPressure,binary,0.0192307699471712,resnet50_tf
GAF-DIFF,ACSF1,binary,0.1000000014901161,resnet50_tf
GAF-DIFF,CricketX,binary,0.1384615451097488,resnet50_tf
GAF-DIFF,SmallKitchenAppliances,binary,0.4480000138282776,resnet50_tf
GAF-DIFF,GesturePebbleZ1,binary,0.1686046570539474,resnet50_tf
GAF-DIFF,UMD,binary,0.3333333432674408,resnet50_tf
GAF-DIFF,InsectEPGSmallTrain,binary,0.3453815281391144,resnet50_tf
GAF-DIFF,ECG200,binary,1.0,resnet50_tf
GAF-DIFF,PigCVP,binary,0.0240384619683027,resnet50_tf
GAF-DIFF,Strawberry,binary,0.6459459662437439,resnet50_tf
GAF-DIFF,DistalPhalanxOutlineCorrect,binary,0.9818840622901917,resnet50_tf
GAF-DIFF,EOGHorizontalSignal,binary,0.0801104977726936,resnet50_tf
GAF-DIFF,Symbols,binary,0.3577889502048492,resnet50_tf
GAF-DIFF,DodgerLoopDay,binary,0.1624999940395355,resnet50_tf
GAF-DIFF,Beef,binary,0.2000000029802322,resnet50_tf
GAF-DIFF,OliveOil,binary,0.3000000119209289,resnet50_tf
GAF-DIFF,BeetleFly,binary,0.5,resnet50_tf
GAF-DIFF,WordSynonyms,binary,0.0125391846522688,resnet50_tf
GAF-DIFF,SmoothSubspace,binary,0.6333333253860474,resnet50_tf
GAF-DIFF,GesturePebbleZ2,binary,0.3164556920528412,resnet50_tf
GAF-DIFF,ProximalPhalanxOutlineAgeGroup,binary,0.4878048896789551,resnet50_tf
GAF-DIFF,TwoLeadECG,binary,0.5004389882087708,resnet50_tf
GAF-DIFF,Coffee,binary,0.4642857015132904,resnet50_tf
GAF-DIFF,ProximalPhalanxOutlineCorrect,binary,0.7285223603248596,resnet50_tf
GAF-DIFF,BME,binary,0.3333333432674408,resnet50_tf
GAF-DIFF,MiddlePhalanxOutlineAgeGroup,binary,0.18831168115139,resnet50_tf
GAF-DIFF,ShapesAll,binary,0.0649999976158142,resnet50_tf
GAF-DIFF,DistalPhalanxTW,binary,0.0575539581477642,resnet50_tf
GAF-DIFF,AllGestureWiimoteZ,binary,0.1157142892479896,resnet50_tf
GAF-DIFF,Fish,binary,0.1257142871618271,resnet50_tf
GAF-DIFF,ECGFiveDays,binary,0.4970963895320892,resnet50_tf
GAF-DIFF,AllGestureWiimoteY,binary,0.1014285683631897,resnet50_tf
GAF-DIFF,RefrigerationDevices,binary,0.3813333213329315,resnet50_tf
GAF-DIFF,DodgerLoopWeekend,binary,0.260869562625885,resnet50_tf
GAF-DIFF,MedicalImages,binary,0.5144736766815186,resnet50_tf
GAF-DIFF,LargeKitchenAppliances,binary,0.2960000038146972,resnet50_tf
GAF-DIFF,Earthquakes,binary,0.6043165326118469,resnet50_tf
GAF-DIFF,GunPointOldVersusYoung,binary,0.523809552192688,resnet50_tf
GAF-DIFF,ItalyPowerDemand,binary,0.8989310264587402,resnet50_tf
GAF-DIFF,InlineSkate,binary,0.1345454603433609,resnet50_tf
GAF-DIFF,AllGestureWiimoteX,binary,0.0514285713434219,resnet50_tf
GAF-DIFF,ShakeGestureWiimoteZ,binary,0.2199999988079071,resnet50_tf
GAF-DIFF,ToeSegmentation1,binary,0.7412280440330505,resnet50_tf
GAF-DIFF,SonyAIBORobotSurface2,binary,0.3830010592937469,resnet50_tf
GAF-DIFF,CinCECGTorso,binary,0.2478260844945907,resnet50_tf
GAF-DIFF,DiatomSizeReduction,binary,0.1078431382775306,resnet50_tf
GAF-DIFF,Adiac,binary,0.0,resnet50_tf
GAF-DIFF,GunPointAgeSpan,binary,0.797468364238739,resnet50_tf
GAF-DIFF,PickupGestureWiimoteZ,binary,0.1000000014901161,resnet50_tf
GAF-DIFF,GunPointMaleVersusFemale,binary,0.474683552980423,resnet50_tf
GAF-DIFF,CBF,binary,0.3311111032962799,resnet50_tf
GAF-DIFF,WormsTwoClass,binary,0.4285714328289032,resnet50_tf
GAF-DIFF,SemgHandMovementCh2,binary,0.1644444465637207,resnet50_tf
GAF-DIFF,SyntheticControl,binary,0.3000000119209289,resnet50_tf
GAF-DIFF,Lightning7,binary,0.2876712381839752,resnet50_tf
GAF-DIFF,Fungi,binary,0.0376344099640846,resnet50_tf
GAF-DIFF,OSULeaf,binary,0.0950413197278976,resnet50_tf
GAF-DIFF,FiftyWords,binary,0.0087912091985344,resnet50_tf
GAF-DIFF,ScreenType,binary,0.3546666800975799,resnet50_tf
GAF-DIFF,FreezerSmallTrain,binary,0.5,resnet50_tf
GAF-DIFF,GestureMidAirD2,binary,0.0384615398943424,resnet50_tf
GAF-DIFF,CricketZ,binary,0.0512820519506931,resnet50_tf
GAF-DIFF,GestureMidAirD1,binary,0.0769230797886848,resnet50_tf
GAF-DIFF,EthanolLevel,binary,0.2479999959468841,resnet50_tf
GAF-DIFF,PLAID,binary,0.0912476703524589,resnet50_tf
GAF-DIFF,ProximalPhalanxTW,binary,0.35121950507164,resnet50_tf
GAF-DIFF,PigArtPressure,binary,0.0192307699471712,resnet50_tf
GAF-DIFF,Rock,binary,0.2800000011920929,resnet50_tf
GAF-DIFF,ArrowHead,binary,0.3028571307659149,resnet50_tf
GAF-DIFF,Haptics,binary,0.1818181872367859,resnet50_tf
GAF-DIFF,Trace,binary,0.3899999856948852,resnet50_tf
GAF-DIFF,Computers,binary,0.5,resnet50_tf
GAF-DIFF,Herring,binary,0.59375,resnet50_tf
GAF-DIFF,Wine,binary,0.5,resnet50_tf
GAF-DIFF,Chinatown,binary,0.7259474992752075,resnet50_tf
GAF-DIFF,BirdChicken,binary,0.5,resnet50_tf
GAF-DIFF,SwedishLeaf,binary,0.0816000029444694,resnet50_tf
GAF-DIFF,SemgHandGenderCh2,binary,0.6499999761581421,resnet50_tf
GAF-DIFF,Worms,binary,0.1818181872367859,resnet50_tf
GAF-DIFF,SemgHandSubjectCh2,binary,0.2377777844667434,resnet50_tf
GAF-DIFF,EOGVerticalSignal,binary,0.1325966864824295,resnet50_tf
GAF-DIFF,ToeSegmentation2,binary,0.1846153885126114,resnet50_tf
GAF-DIFF,MoteStrain,binary,0.4608626067638397,resnet50_tf
GAF-DIFF,SonyAIBORobotSurface1,binary,0.4841929972171783,resnet50_tf
GAF-DIFF,GunPoint,binary,0.5733333230018616,resnet50_tf
GAF-DIFF,GestureMidAirD3,binary,0.0384615398943424,resnet50_tf
GAF-DIFF,ShapeletSim,binary,0.5555555820465088,resnet50_tf
GAF-DIFF,Lightning2,binary,1.0,resnet50_tf
GAF-DIFF,Plane,binary,0.1619047671556472,resnet50_tf
GAF-DIFF,Ham,binary,0.4666666686534881,resnet50_tf
GAF-DIFF,HouseTwenty,binary,0.4201680719852447,resnet50_tf
GAF-DIFF,DistalPhalanxOutlineAgeGroup,binary,0.4244604408740997,resnet50_tf
GAF-DIFF,PowerCons,binary,0.6611111164093018,resnet50_tf
GAF-DIFF,MiddlePhalanxOutlineCorrect,binary,0.5704467296600342,resnet50_tf
MTF-GAF-RP,Car,binary,0.233333334326744,resnet50_tf
MTF-GAF-RP,MiddlePhalanxTW,binary,0.2207792252302169,resnet50_tf
MTF-GAF-RP,Meat,binary,0.4833333194255829,resnet50_tf
MTF-GAF-RP,FaceFour,binary,0.2272727340459823,resnet50_tf
MTF-GAF-RP,DodgerLoopGame,binary,0.47826087474823,resnet50_tf
MTF-GAF-RP,CricketY,binary,0.0871794894337654,resnet50_tf
MTF-GAF-RP,PigAirwayPressure,binary,0.0192307699471712,resnet50_tf
MTF-GAF-RP,ACSF1,binary,0.1000000014901161,resnet50_tf
MTF-GAF-RP,CricketX,binary,0.0871794894337654,resnet50_tf
MTF-GAF-RP,SmallKitchenAppliances,binary,0.4079999923706054,resnet50_tf
MTF-GAF-RP,GesturePebbleZ1,binary,0.1569767445325851,resnet50_tf
MTF-GAF-RP,UMD,binary,0.3333333432674408,resnet50_tf
MTF-GAF-RP,InsectEPGSmallTrain,binary,0.4738955795764923,resnet50_tf
MTF-GAF-RP,ECG200,binary,1.0,resnet50_tf
MTF-GAF-RP,PigCVP,binary,0.0192307699471712,resnet50_tf
MTF-GAF-RP,Strawberry,binary,0.9513513445854188,resnet50_tf
MTF-GAF-RP,DistalPhalanxOutlineCorrect,binary,0.8876811861991882,resnet50_tf
MTF-GAF-RP,EOGHorizontalSignal,binary,0.0801104977726936,resnet50_tf
MTF-GAF-RP,Symbols,binary,0.3517588078975677,resnet50_tf
MTF-GAF-RP,DodgerLoopDay,binary,0.1500000059604644,resnet50_tf
MTF-GAF-RP,Beef,binary,0.2000000029802322,resnet50_tf
MTF-GAF-RP,OliveOil,binary,0.3000000119209289,resnet50_tf
MTF-GAF-RP,BeetleFly,binary,0.5,resnet50_tf
MTF-GAF-RP,WordSynonyms,binary,0.0438871458172798,resnet50_tf
MTF-GAF-RP,SmoothSubspace,binary,0.3333333432674408,resnet50_tf
MTF-GAF-RP,GesturePebbleZ2,binary,0.1772151887416839,resnet50_tf
MTF-GAF-RP,ProximalPhalanxOutlineAgeGroup,binary,0.4878048896789551,resnet50_tf
MTF-GAF-RP,TwoLeadECG,binary,0.5004389882087708,resnet50_tf
MTF-GAF-RP,Coffee,binary,0.8571428656578064,resnet50_tf
MTF-GAF-RP,ProximalPhalanxOutlineCorrect,binary,1.0,resnet50_tf
MTF-GAF-RP,BME,binary,0.473333328962326,resnet50_tf
MTF-GAF-RP,MiddlePhalanxOutlineAgeGroup,binary,0.2467532455921173,resnet50_tf
MTF-GAF-RP,ShapesAll,binary,0.103333331644535,resnet50_tf
MTF-GAF-RP,DistalPhalanxTW,binary,0.0575539581477642,resnet50_tf
MTF-GAF-RP,AllGestureWiimoteZ,binary,0.1000000014901161,resnet50_tf
MTF-GAF-RP,Fish,binary,0.1371428519487381,resnet50_tf
MTF-GAF-RP,ECGFiveDays,binary,0.4970963895320892,resnet50_tf
MTF-GAF-RP,AllGestureWiimoteY,binary,0.0857142880558967,resnet50_tf
MTF-GAF-RP,RefrigerationDevices,binary,0.3946666717529297,resnet50_tf
MTF-GAF-RP,DodgerLoopWeekend,binary,0.8333333134651184,resnet50_tf
MTF-GAF-RP,MedicalImages,binary,0.4986841976642608,resnet50_tf
MTF-GAF-RP,LargeKitchenAppliances,binary,0.3706666529178619,resnet50_tf
MTF-GAF-RP,Earthquakes,binary,0.6618704795837402,resnet50_tf
MTF-GAF-RP,GunPointOldVersusYoung,binary,0.7746031880378723,resnet50_tf
MTF-GAF-RP,ItalyPowerDemand,binary,0.5014577507972717,resnet50_tf
MTF-GAF-RP,InlineSkate,binary,0.1527272760868072,resnet50_tf
MTF-GAF-RP,AllGestureWiimoteX,binary,0.0885714292526245,resnet50_tf
MTF-GAF-RP,ShakeGestureWiimoteZ,binary,0.1000000014901161,resnet50_tf
MTF-GAF-RP,ToeSegmentation1,binary,0.4736842215061188,resnet50_tf
MTF-GAF-RP,SonyAIBORobotSurface2,binary,0.6673662066459656,resnet50_tf
MTF-GAF-RP,CinCECGTorso,binary,0.3724637627601623,resnet50_tf
MTF-GAF-RP,DiatomSizeReduction,binary,0.3006536066532135,resnet50_tf
MTF-GAF-RP,Adiac,binary,0.0358056277036666,resnet50_tf
MTF-GAF-RP,GunPointAgeSpan,binary,0.5221518874168396,resnet50_tf
MTF-GAF-RP,PickupGestureWiimoteZ,binary,0.1000000014901161,resnet50_tf
MTF-GAF-RP,GunPointMaleVersusFemale,binary,0.5569620132446289,resnet50_tf
MTF-GAF-RP,CBF,binary,0.4311110973358154,resnet50_tf
MTF-GAF-RP,WormsTwoClass,binary,0.4285714328289032,resnet50_tf
MTF-GAF-RP,SemgHandMovementCh2,binary,0.2022222280502319,resnet50_tf
MTF-GAF-RP,SyntheticControl,binary,0.1666666716337204,resnet50_tf
MTF-GAF-RP,Lightning7,binary,0.1780821979045868,resnet50_tf
MTF-GAF-RP,Fungi,binary,0.0376344099640846,resnet50_tf
MTF-GAF-RP,OSULeaf,binary,0.1322313994169235,resnet50_tf
MTF-GAF-RP,FiftyWords,binary,0.0087912091985344,resnet50_tf
MTF-GAF-RP,ScreenType,binary,0.3120000064373016,resnet50_tf
MTF-GAF-RP,FreezerSmallTrain,binary,0.5,resnet50_tf
MTF-GAF-RP,GestureMidAirD2,binary,0.1153846159577369,resnet50_tf
MTF-GAF-RP,CricketZ,binary,0.0923076942563057,resnet50_tf
MTF-GAF-RP,GestureMidAirD1,binary,0.0384615398943424,resnet50_tf
MTF-GAF-RP,EthanolLevel,binary,0.2520000040531158,resnet50_tf
MTF-GAF-RP,PLAID,binary,0.141526997089386,resnet50_tf
MTF-GAF-RP,ProximalPhalanxTW,binary,0.0682926848530769,resnet50_tf
MTF-GAF-RP,PigArtPressure,binary,0.0192307699471712,resnet50_tf
MTF-GAF-RP,Rock,binary,0.1800000071525573,resnet50_tf
MTF-GAF-RP,ArrowHead,binary,0.4571428596973419,resnet50_tf
MTF-GAF-RP,Haptics,binary,0.1915584355592727,resnet50_tf
MTF-GAF-RP,Trace,binary,0.449999988079071,resnet50_tf
MTF-GAF-RP,Computers,binary,0.5479999780654907,resnet50_tf
MTF-GAF-RP,Herring,binary,0.59375,resnet50_tf
MTF-GAF-RP,Wine,binary,0.5,resnet50_tf
MTF-GAF-RP,Chinatown,binary,0.7930029034614563,resnet50_tf
MTF-GAF-RP,BirdChicken,binary,0.4000000059604645,resnet50_tf
MTF-GAF-RP,SwedishLeaf,binary,0.2448000013828277,resnet50_tf
MTF-GAF-RP,SemgHandGenderCh2,binary,0.4583333432674408,resnet50_tf
MTF-GAF-RP,Worms,binary,0.4285714328289032,resnet50_tf
MTF-GAF-RP,SemgHandSubjectCh2,binary,0.2000000029802322,resnet50_tf
MTF-GAF-RP,EOGVerticalSignal,binary,0.2569060921669006,resnet50_tf
MTF-GAF-RP,ToeSegmentation2,binary,0.1846153885126114,resnet50_tf
MTF-GAF-RP,MoteStrain,binary,0.4608626067638397,resnet50_tf
MTF-GAF-RP,SonyAIBORobotSurface1,binary,0.5524126291275024,resnet50_tf
MTF-GAF-RP,GunPoint,binary,0.4933333396911621,resnet50_tf
MTF-GAF-RP,GestureMidAirD3,binary,0.0692307725548744,resnet50_tf
MTF-GAF-RP,ShapeletSim,binary,0.5,resnet50_tf
MTF-GAF-RP,Lightning2,binary,1.0,resnet50_tf
MTF-GAF-RP,Plane,binary,0.1428571492433548,resnet50_tf
MTF-GAF-RP,Ham,binary,0.5142857432365417,resnet50_tf
MTF-GAF-RP,HouseTwenty,binary,0.5882353186607361,resnet50_tf
MTF-GAF-RP,DistalPhalanxOutlineAgeGroup,binary,0.4244604408740997,resnet50_tf
MTF-GAF-RP,PowerCons,binary,0.5,resnet50_tf
MTF-GAF-RP,MiddlePhalanxOutlineCorrect,binary,0.9965635538101196,resnet50_tf
GAF,Car,plasma,0.3166666626930237,resnet50_tf
GAF,MiddlePhalanxTW,plasma,0.3181818127632141,resnet50_tf
GAF,Meat,plasma,0.3333333432674408,resnet50_tf
GAF,FaceFour,plasma,0.3636363744735718,resnet50_tf
GAF,DodgerLoopGame,plasma,0.4710144996643066,resnet50_tf
GAF,CricketY,plasma,0.1307692378759384,resnet50_tf
GAF,PigAirwayPressure,plasma,0.0192307699471712,resnet50_tf
GAF,ACSF1,plasma,0.1000000014901161,resnet50_tf
GAF,CricketX,plasma,0.1307692378759384,resnet50_tf
GAF,SmallKitchenAppliances,plasma,0.3120000064373016,resnet50_tf
GAF,GesturePebbleZ1,plasma,0.1860465109348297,resnet50_tf
GAF,UMD,plasma,0.3333333432674408,resnet50_tf
GAF,InsectEPGSmallTrain,plasma,0.4738955795764923,resnet50_tf
GAF,ECG200,plasma,1.0,resnet50_tf
GAF,PigCVP,plasma,0.0192307699471712,resnet50_tf
GAF,Strawberry,plasma,0.8432432413101196,resnet50_tf
GAF,DistalPhalanxOutlineCorrect,plasma,0.6811594367027283,resnet50_tf
GAF,EOGHorizontalSignal,plasma,0.0801104977726936,resnet50_tf
GAF,Symbols,plasma,0.2673366963863373,resnet50_tf
GAF,DodgerLoopDay,plasma,0.1375000029802322,resnet50_tf
GAF,Beef,plasma,0.3666666746139526,resnet50_tf
GAF,OliveOil,plasma,0.1666666716337204,resnet50_tf
GAF,BeetleFly,plasma,0.5,resnet50_tf
GAF,WordSynonyms,plasma,0.0297805648297071,resnet50_tf
GAF,SmoothSubspace,plasma,0.3333333432674408,resnet50_tf
GAF,GesturePebbleZ2,plasma,0.2025316506624221,resnet50_tf
GAF,ProximalPhalanxOutlineAgeGroup,plasma,0.4878048896789551,resnet50_tf
GAF,TwoLeadECG,plasma,0.511852502822876,resnet50_tf
GAF,Coffee,plasma,0.5357142686843872,resnet50_tf
GAF,ProximalPhalanxOutlineCorrect,plasma,0.6838487982749939,resnet50_tf
GAF,BME,plasma,0.6200000047683716,resnet50_tf
GAF,MiddlePhalanxOutlineAgeGroup,plasma,0.18831168115139,resnet50_tf
GAF,ShapesAll,plasma,0.1000000014901161,resnet50_tf
GAF,DistalPhalanxTW,plasma,0.0575539581477642,resnet50_tf
GAF,AllGestureWiimoteZ,plasma,0.1242857128381729,resnet50_tf
GAF,Fish,plasma,0.1599999964237213,resnet50_tf
GAF,ECGFiveDays,plasma,0.4982578456401825,resnet50_tf
GAF,AllGestureWiimoteY,plasma,0.1828571408987045,resnet50_tf
GAF,RefrigerationDevices,plasma,0.3946666717529297,resnet50_tf
GAF,DodgerLoopWeekend,plasma,0.260869562625885,resnet50_tf
GAF,MedicalImages,plasma,0.5118421316146851,resnet50_tf
GAF,LargeKitchenAppliances,plasma,0.3440000116825104,resnet50_tf
GAF,Earthquakes,plasma,0.6402877569198608,resnet50_tf
GAF,GunPointOldVersusYoung,plasma,0.4761904776096344,resnet50_tf
GAF,ItalyPowerDemand,plasma,0.5014577507972717,resnet50_tf
GAF,InlineSkate,plasma,0.0963636338710784,resnet50_tf
GAF,AllGestureWiimoteX,plasma,0.0799999982118606,resnet50_tf
GAF,ShakeGestureWiimoteZ,plasma,0.1000000014901161,resnet50_tf
GAF,ToeSegmentation1,plasma,0.5482456088066101,resnet50_tf
GAF,SonyAIBORobotSurface2,plasma,0.3871983289718628,resnet50_tf
GAF,CinCECGTorso,plasma,0.2811594307422638,resnet50_tf
GAF,DiatomSizeReduction,plasma,0.3986928164958954,resnet50_tf
GAF,Adiac,plasma,0.0358056277036666,resnet50_tf
GAF,GunPointAgeSpan,plasma,0.4936708807945251,resnet50_tf
GAF,PickupGestureWiimoteZ,plasma,0.1800000071525573,resnet50_tf
GAF,GunPointMaleVersusFemale,plasma,0.5253164768218994,resnet50_tf
GAF,CBF,plasma,0.3388888835906982,resnet50_tf
GAF,WormsTwoClass,plasma,0.6103895902633667,resnet50_tf
GAF,SemgHandMovementCh2,plasma,0.1644444465637207,resnet50_tf
GAF,SyntheticControl,plasma,0.2633333206176758,resnet50_tf
GAF,Lightning7,plasma,0.1369863003492355,resnet50_tf
GAF,Fungi,plasma,0.0376344099640846,resnet50_tf
GAF,OSULeaf,plasma,0.2148760259151458,resnet50_tf
GAF,FiftyWords,plasma,0.0637362673878669,resnet50_tf
GAF,ScreenType,plasma,0.3413333296775818,resnet50_tf
GAF,FreezerSmallTrain,plasma,0.5,resnet50_tf
GAF,GestureMidAirD2,plasma,0.0461538471281528,resnet50_tf
GAF,CricketZ,plasma,0.2410256415605545,resnet50_tf
GAF,GestureMidAirD1,plasma,0.0615384615957737,resnet50_tf
GAF,EthanolLevel,plasma,0.2660000026226043,resnet50_tf
GAF,PLAID,plasma,0.210428312420845,resnet50_tf
GAF,ProximalPhalanxTW,plasma,0.0097560975700616,resnet50_tf
GAF,PigArtPressure,plasma,0.0288461539894342,resnet50_tf
GAF,Rock,plasma,0.2800000011920929,resnet50_tf
GAF,ArrowHead,plasma,0.3028571307659149,resnet50_tf
GAF,Haptics,plasma,0.3961038887500763,resnet50_tf
GAF,Trace,plasma,0.2899999916553497,resnet50_tf
GAF,Computers,plasma,0.5,resnet50_tf
GAF,Herring,plasma,0.6875,resnet50_tf
GAF,Wine,plasma,0.5,resnet50_tf
GAF,Chinatown,plasma,0.2740524709224701,resnet50_tf
GAF,BirdChicken,plasma,0.5,resnet50_tf
GAF,SwedishLeaf,plasma,0.0703999996185302,resnet50_tf
GAF,SemgHandGenderCh2,plasma,0.6499999761581421,resnet50_tf
GAF,Worms,plasma,0.5064935088157654,resnet50_tf
GAF,SemgHandSubjectCh2,plasma,0.2622222304344177,resnet50_tf
GAF,EOGVerticalSignal,plasma,0.140883982181549,resnet50_tf
GAF,ToeSegmentation2,plasma,0.4846153855323791,resnet50_tf
GAF,MoteStrain,plasma,0.5998402833938599,resnet50_tf
GAF,SonyAIBORobotSurface1,plasma,0.5707154870033264,resnet50_tf
GAF,GunPoint,plasma,0.4933333396911621,resnet50_tf
